name = extended_platinum_ec
technique = EC
tstamp = 1580480022.0
backend_name = BackendBase(none, address=none)
id = 7
timecol 'time/s' for: '$U_{RHE}$ / [V]' and '<I>/mA' and 'selector'
aliases = {"t": ["time/s"], "raw_potential": ["$U_{RHE}$ / [V]"], "raw_current": ["<I>/mA"], "selector": ["selector"]}
N_header_lines = 10

time/s,	$U_{RHE}$ / [V],	<I>/mA,	selector
316.28218126296997,	0.684694072,	0.001762109652557041,	2,	
316.43628120422363,	0.687732756,	0.001787302428252859,	2,	
316.5903811454773,	0.690912126,	0.001800309835214294,	2,	
316.74448132514954,	0.694127716,	0.001809923125642272,	2,	
316.8985812664032,	0.696793696,	0.001823806081911575,	2,	
317.05268120765686,	0.7002375839999999,	0.001838938958188395,	2,	
317.2067811489105,	0.7034477259999999,	0.00184498764286063,	2,	
317.36088132858276,	0.7066261835,	0.001857948623879384,	2,	
317.5149812698364,	0.7097380312,	0.001870930475164449,	2,	
317.6690812110901,	0.7125156074,	0.001835692532753598,	2,	
317.82318115234375,	0.71558280834,	0.001876194527358585,	2,	
317.977281332016,	0.7188310781,	0.001898273618068352,	2,	
318.13138127326965,	0.7221356771999999,	0.001910489068502663,	2,	
318.2854812145233,	0.7248921908,	0.001917464213874773,	2,	
318.439581155777,	0.728137177,	0.001933231899135572,	2,	
318.5936813354492,	0.73137193,	0.001946167613858928,	2,	
318.7477812767029,	0.734434817,	0.001945980044554031,	2,	
318.90188121795654,	0.7376619649999999,	0.001953255457970988,	2,	
319.0559811592102,	0.740752785,	0.001955968101083514,	2,	
319.21008133888245,	0.743924445,	0.001957182252834252,	2,	
319.3641812801361,	0.7471910979999999,	0.001952103676685281,	2,	
319.51828122138977,	0.750333179,	0.001948938399004306,	2,	
319.67238116264343,	0.753101222,	0.001949769752748201,	2,	
319.8264811038971,	0.756552201,	0.001932436767928883,	2,	
319.98058128356934,	0.759605773,	0.001918321900764075,	2,	
320.134681224823,	0.762797725,	0.00190826188068742,	2,	
320.28878116607666,	0.765834455,	0.001888711398573519,	2,	
320.4428811073303,	0.769037943,	0.001878448745952895,	2,	
320.5970811843872,	0.772212111,	0.001866621583187858,	2,	
320.7510812282562,	0.7754996719999999,	0.001849335913302018,	2,	
320.9052813053131,	0.77868655,	0.001837169684983479,	2,	
321.05928111076355,	0.78153852,	0.001826562943976179,	2,	
321.21348118782043,	0.78477734,	0.001817956743744475,	2,	
321.36748123168945,	0.787930299,	0.001814772630902281,	2,	
321.52168130874634,	0.790910516,	0.001803839269474326,	2,	
321.6756811141968,	0.7940401699999999,	0.001800397539964825,	2,	
321.82988119125366,	0.79712848,	0.001779388179019462,	2,	
321.9838812351227,	0.800222095,	0.001763032865866503,	2,	
322.138081073761,	0.803259533,	0.0017513228541384,	2,	
322.29208111763,	0.806406152,	0.00174603824689766,	2,	
322.4462811946869,	0.809313242,	0.001731130762238354,	2,	
322.6002812385559,	0.812466201,	0.001737498487756891,	2,	
322.7544810771942,	0.81563824,	0.001736587911341288,	2,	
322.90848112106323,	0.81854851,	0.001747255906083967,	2,	
323.0626811981201,	0.82144712,	0.001756726076077539,	2,	
323.21668124198914,	0.82429274,	0.001781730492701337,	2,	
323.37088108062744,	0.82759513,	0.001803538993098614,	2,	
323.52488112449646,	0.83075553,	0.001838512542661909,	2,	
323.67908120155334,	0.83367532,	0.001867379955707849,	2,	
323.83308124542236,	0.83672125,	0.001908934419096557,	2,	
323.98728108406067,	0.8394895099999999,	0.001939611889904345,	2,	
324.1412811279297,	0.8428777399999999,	0.001987111281346328,	2,	
324.2954812049866,	0.84556226,	0.002036648725396023,	2,	
324.4494812488556,	0.8488911499999999,	0.002080758501519772,	2,	
324.6036810874939,	0.85176962,	0.002133800664652213,	2,	
324.7576811313629,	0.8547646799999999,	0.002195158254977528,	2,	
324.9118812084198,	0.85796746,	0.00223667216238713,	2,	
325.0658812522888,	0.86083851,	0.002291622247363012,	2,	
325.2200810909271,	0.86398829,	0.002350394589940843,	2,	
325.37408113479614,	0.86695791,	0.002411305395232387,	2,	
325.528281211853,	0.87014587,	0.002473226072519505,	2,	
325.68228125572205,	0.87287491,	0.002530293091614212,	2,	
325.83648109436035,	0.8761825999999999,	0.002591216889488532,	2,	
325.99048113822937,	0.8789974899999999,	0.002637114541159606,	2,	
326.14468121528625,	0.8820444599999999,	0.002696091070811698,	2,	
326.2986812591553,	0.88508509,	0.002769336198692227,	2,	
326.4528810977936,	0.88818718,	0.002811900832975145,	2,	
326.6068811416626,	0.8909745,	0.00287739470624937,	2,	
326.7610812187195,	0.8941942599999999,	0.002944454515508611,	2,	
326.9150810241699,	0.8971680799999999,	0.002997223224253789,	2,	
327.0692811012268,	0.90027019,	0.003048596446475899,	2,	
327.2232811450958,	0.90320801,	0.003122988419017991,	2,	
327.3774812221527,	0.90632599,	0.003171044447427416,	2,	
327.5315811634064,	0.90955451,	0.00324240830365799,	2,	
327.68568110466003,	0.91266374,	0.003287338274285248,	2,	
327.8397810459137,	0.91552329,	0.003350872017546351,	2,	
327.99388122558594,	0.91862945,	0.003385253155330961,	2,	
328.1479811668396,	0.92160976,	0.003440563159937265,	2,	
328.30208110809326,	0.9248156399999999,	0.003496257154134489,	2,	
328.4561810493469,	0.9280023199999999,	0.003540634670571363,	2,	
328.61028122901917,	0.9309329199999999,	0.003580947219389792,	2,	
328.7643811702728,	0.93420301,	0.003640407146362878,	2,	
328.9184811115265,	0.9371826799999999,	0.003670554025850259,	2,	
329.07258105278015,	0.9404418999999999,	0.003707046461784824,	2,	
329.2266809940338,	0.94346211,	0.003758572695697654,	2,	
329.38078117370605,	0.94661896,	0.003792011052375879,	2,	
329.5348811149597,	0.94976909,	0.003848216660138112,	2,	
329.6889810562134,	0.95301647,	0.003874619495561279,	2,	
329.84308099746704,	0.95621812,	0.003904239956012134,	2,	
329.9971811771393,	0.9592642899999999,	0.003927956863284371,	2,	
330.15128111839294,	0.96242334,	0.003957937733865338,	2,	
330.3053810596466,	0.96537906,	0.004002790689999744,	2,	
330.45948100090027,	0.96858409,	0.004024393505268654,	2,	
330.6135811805725,	0.97188925,	0.0040504028615822,	2,	
330.7676811218262,	0.9750606399999999,	0.004088355507026326,	2,	
330.92178106307983,	0.97798472,	0.00410968631561389,	2,	
331.0758810043335,	0.98106345,	0.004128766656479637,	2,	
331.22998118400574,	0.9845036199999999,	0.004170509925692845,	2,	
331.3840811252594,	0.9874139399999999,	0.004188992107324457,	2,	
331.53818106651306,	0.99060911,	0.004232706326216362,	2,	
331.6922810077667,	0.99383539,	0.004246898306125582,	2,	
331.84638118743896,	0.9968904199999999,	0.004281843592001237,	2,	
332.0004811286926,	1.0001381299999998,	0.004294359925895802,	2,	
332.1545810699463,	1.00324437,	0.004330922296655104,	2,	
332.30868101119995,	1.00639531,	0.004351757070012244,	2,	
332.4627809524536,	1.00961604,	0.004390167011596967,	2,	
332.61688113212585,	1.01270651,	0.004400991424573255,	2,	
332.7709810733795,	1.01550927,	0.004450394427669424,	2,	
332.9250810146332,	1.01876342,	0.004466085423186383,	2,	
333.07918095588684,	1.02186757,	0.004492733169338364,	2,	
333.2332811355591,	1.02494004,	0.004529967973899755,	2,	
333.38738107681274,	1.02819413,	0.004565031224897525,	2,	
333.5414810180664,	1.03138905,	0.004587894278204866,	2,	
333.69558095932007,	1.03433865,	0.00462786376044276,	2,	
333.8496811389923,	1.0372879799999999,	0.004653732465709381,	2,	
334.003781080246,	1.04054793,	0.004683006702398698,	2,	
334.15788102149963,	1.0436924699999999,	0.00471637836752882,	2,	
334.3119809627533,	1.04669305,	0.004747750647077532,	2,	
334.46608114242554,	1.04978859,	0.004779881751641887,	2,	
334.6201810836792,	1.05270934,	0.004816059365678763,	2,	
334.77428102493286,	1.05567166,	0.00484228935629915,	2,	
334.9283809661865,	1.05915916,	0.004874771609268067,	2,	
335.08248114585876,	1.0619510699999999,	0.004906029525514652,	2,	
335.2365810871124,	1.06486824,	0.004944018275821541,	2,	
335.3906810283661,	1.06791678,	0.004986031261867849,	2,	
335.54478096961975,	1.0710669099999999,	0.005017828126728227,	2,	
335.6988809108734,	1.07391116,	0.005053854595797876,	2,	
335.85298109054565,	1.07720327,	0.005077244385464308,	2,	
336.0070810317993,	1.08012065,	0.005111832246595373,	2,	
336.161180973053,	1.08297118,	0.005153942513285797,	2,	
336.31528091430664,	1.0860694,	0.005176158471317652,	2,	
336.4693810939789,	1.0891013699999998,	0.005215274376945231,	2,	
336.62348103523254,	1.09239232,	0.005253830765762135,	2,	
336.7775809764862,	1.0952123999999999,	0.005276580548400758,	2,	
336.93168091773987,	1.09806126,	0.005310596238485538,	2,	
337.0857810974121,	1.10115218,	0.005350512988367175,	2,	
337.23988103866577,	1.10434708,	0.005371766992264077,	2,	
337.39398097991943,	1.10747629,	0.005427799526778368,	2,	
337.5480809211731,	1.1103881,	0.005447950253602243,	2,	
337.70218110084534,	1.11341515,	0.005479136103490503,	2,	
337.856281042099,	1.1164247999999999,	0.005496704275283051,	2,	
338.01038098335266,	1.11953848,	0.005526877299624755,	2,	
338.1644809246063,	1.1224996699999998,	0.005562088528231195,	2,	
338.31858110427856,	1.12528765,	0.005578439716631502,	2,	
338.4726810455322,	1.12866574,	0.005601539598510674,	2,	
338.6267809867859,	1.13147997,	0.005633598951496205,	2,	
338.78088092803955,	1.13469931,	0.005646816183973724,	2,	
338.9349808692932,	1.13756993,	0.005664864695960517,	2,	
339.08908104896545,	1.14042651,	0.005695325400536522,	2,	
339.2431809902191,	1.14373013,	0.005706723849959926,	2,	
339.3972809314728,	1.14690628,	0.005735569896053019,	2,	
339.55138087272644,	1.1496909199999998,	0.005752772647656862,	2,	
339.7054810523987,	1.15296635,	0.005763182951338576,	2,	
339.85958099365234,	1.1560079399999998,	0.005769087657942318,	2,	
340.013680934906,	1.15913552,	0.005782807300350169,	2,	
340.16778087615967,	1.16219997,	0.005803289809783486,	2,	
340.3218810558319,	1.16517338,	0.005805728806188543,	2,	
340.47598099708557,	1.16832676,	0.005814920445910074,	2,	
340.63008093833923,	1.17146763,	0.005833618209533556,	2,	
340.7841808795929,	1.17462787,	0.005832210663604407,	2,	
340.93828105926514,	1.1777756799999999,	0.005835506993311423,	2,	
341.0923810005188,	1.18095556,	0.005856526442474794,	2,	
341.24648094177246,	1.1838303799999998,	0.005855339858761591,	2,	
341.4005808830261,	1.1872234,	0.005866366784420443,	2,	
341.55468106269836,	1.19023284,	0.005876049659881921,	2,	
341.708781003952,	1.1935749599999999,	0.005879882526463737,	2,	
341.8628809452057,	1.19649315,	0.005874892523104122,	2,	
342.0014810562134,	1.19934827,	0.005896403669967409,	2,	
342.07018089294434,	1.20094132,	0.005925584584474564,	2,	
342.1548810005188,	1.19899538,	0.004297770174973251,	2,	
342.3088810443878,	1.1959421,	0.003513390977516205,	2,	
342.4630808830261,	1.19287064,	0.002931904055547618,	2,	
342.61708092689514,	1.18971878,	0.002480545505573781,	2,	
342.771281003952,	1.18680003,	0.002117485203026556,	2,	
342.9253809452057,	1.18382933,	0.001823150189282367,	2,	
343.07948088645935,	1.18064573,	0.001564127756455157,	2,	
343.233580827713,	1.17758825,	0.001362417146525415,	2,	
343.38768100738525,	1.17466616,	0.001177814068903672,	2,	
343.5417809486389,	1.17161947,	0.001008890667728078,	2,	
343.6958808898926,	1.16848316,	0.0008755850089907273,	2,	
343.84998083114624,	1.165656,	0.0007533897366372466,	2,	
344.0040810108185,	1.16264036,	0.0006314341494483722,	2,	
344.15818095207214,	1.15962195,	0.0005400287875971881,	2,	
344.3122808933258,	1.15664282,	0.0004537581928999966,	2,	
344.46638083457947,	1.15353444,	0.0003696218545874465,	2,	
344.6204810142517,	1.15027755,	0.0002881514606147603,	2,	
344.77458095550537,	1.14734888,	0.0002198125298162304,	2,	
344.92868089675903,	1.14422813,	0.000161554095147316,	2,	
345.0827808380127,	1.1410873499999998,	9.450444391436786e-05,	2,	
345.23688101768494,	1.13806525,	4.958716815719597e-05,	2,	
345.3909809589386,	1.13513508,	1.061219243849071e-06,	2,	
345.54508090019226,	1.13237932,	-5.905426290090982e-05,	2,	
345.6991808414459,	1.12908595,	-9.623334970048378e-05,	2,	
345.85328102111816,	1.12618467,	-0.0001382222915684707,	2,	
346.0073809623718,	1.12286245,	-0.0001856691111520525,	2,	
346.1614809036255,	1.11980244,	-0.000221865165966101,	2,	
346.31558084487915,	1.1168018499999999,	-0.0002511299557609783,	2,	
346.4696807861328,	1.113718,	-0.0002982038950736063,	2,	
346.62378096580505,	1.11071002,	-0.0003316743583526962,	2,	
346.7778809070587,	1.10720649,	-0.0003737273770791324,	2,	
346.9319808483124,	1.10441464,	-0.0003942579449460809,	2,	
347.08608078956604,	1.10117715,	-0.0004363314819904353,	2,	
347.2401809692383,	1.09819623,	-0.0004598979875175338,	2,	
347.39428091049194,	1.09503018,	-0.0004891400561529919,	2,	
347.5483808517456,	1.09160649,	-0.0005291569811812103,	2,	
347.70248079299927,	1.08874121,	-0.0005579135030211462,	2,	
347.8565809726715,	1.08556652,	-0.0005802806531782726,	2,	
348.01068091392517,	1.08231341,	-0.000621899718218316,	2,	
348.16478085517883,	1.07918787,	-0.0006479928861235345,	2,	
348.3188807964325,	1.07617917,	-0.000673295021148379,	2,	
348.47298097610474,	1.0728906999999999,	-0.0007094973585336428,	2,	
348.6270809173584,	1.06981179,	-0.0007427796043859968,	2,	
348.78118085861206,	1.06660139,	-0.0007784223267126422,	2,	
348.9352807998657,	1.0634358499999998,	-0.0008043295577514348,	2,	
349.08938097953796,	1.0605314,	-0.0008351960181713445,	2,	
349.2434809207916,	1.05740553,	-0.0008633683061465957,	2,	
349.3975808620453,	1.05425959,	-0.0008913925499125664,	2,	
349.55168080329895,	1.05093953,	-0.0009354508032528089,	2,	
349.7057807445526,	1.04804182,	-0.000967257791723658,	2,	
349.85988092422485,	1.04461878,	-0.000994035709555554,	2,	
350.0139808654785,	1.04173287,	-0.001036540105075097,	2,	
350.1680808067322,	1.03853753,	-0.001069465115914291,	2,	
350.32218074798584,	1.03554734,	-0.001100210543997119,	2,	
350.4762809276581,	1.03214046,	-0.001143976244644296,	2,	
350.63038086891174,	1.02910781,	-0.001178585205528529,	2,	
350.7844808101654,	1.02580481,	-0.001218791461842893,	2,	
350.93858075141907,	1.0228643099999999,	-0.001257486948979595,	2,	
351.0926809310913,	1.01964092,	-0.001300642333969343,	2,	
351.24678087234497,	1.0165739,	-0.001335340798061077,	2,	
351.40088081359863,	1.01341661,	-0.001382188611750833,	2,	
351.5549807548523,	1.01035171,	-0.001423791449561999,	2,	
351.70908093452454,	1.0072908699999998,	-0.001472387347516983,	2,	
351.8631808757782,	1.00426176,	-0.001511154357169859,	2,	
352.01728081703186,	1.0009913099999999,	-0.001564836085258786,	2,	
352.1713807582855,	0.99798801,	-0.001610729589570108,	2,	
352.32548093795776,	0.99500647,	-0.001656523955500814,	2,	
352.4795808792114,	0.99197954,	-0.001714724795135257,	2,	
352.6336808204651,	0.9886793199999999,	-0.001777982997503973,	2,	
352.78778076171875,	0.98579433,	-0.001822457497577396,	2,	
352.9418807029724,	0.9829308699999999,	-0.00188264341652466,	2,	
353.09598088264465,	0.9798003099999999,	-0.001937045093386068,	2,	
353.2500808238983,	0.97660485,	-0.001993323421833011,	2,	
353.404180765152,	0.9735997,	-0.002055806638205572,	2,	
353.55828070640564,	0.97069421,	-0.002117173058548522,	2,	
353.7123808860779,	0.96763757,	-0.002183769046941918,	2,	
353.86648082733154,	0.9646892699999999,	-0.002245995356221317,	2,	
354.0205807685852,	0.96142111,	-0.002312704255373249,	2,	
354.17468070983887,	0.95851157,	-0.002384834819012034,	2,	
354.3287808895111,	0.9555897999999999,	-0.002449387851191087,	2,	
354.48288083076477,	0.95247483,	-0.002528329768843346,	2,	
354.63698077201843,	0.9493975299999999,	-0.002615255373102698,	2,	
354.7910807132721,	0.9461254299999999,	-0.002683389875971755,	2,	
354.94518089294434,	0.94342173,	-0.002763813260596958,	2,	
355.099280834198,	0.9401999999999999,	-0.002839203283085796,	2,	
355.25338077545166,	0.9372934399999999,	-0.002917906010709117,	2,	
355.4074807167053,	0.93413251,	-0.00300237749327105,	2,	
355.56158089637756,	0.93130318,	-0.003083368930623775,	2,	
355.7156808376312,	0.92817525,	-0.003172895490255047,	2,	
355.8697807788849,	0.9251173699999999,	-0.003256567852474954,	2,	
356.02388072013855,	0.92215654,	-0.003342537817584083,	2,	
356.1779806613922,	0.9190832499999999,	-0.003428799566940666,	2,	
356.33208084106445,	0.9161389,	-0.003520635133510065,	2,	
356.4861807823181,	0.91297969,	-0.003605581072422863,	2,	
356.6402807235718,	0.91008307,	-0.003714609115664833,	2,	
356.79438066482544,	0.90692584,	-0.003792114016412856,	2,	
356.9484808444977,	0.90421588,	-0.003884273173905474,	2,	
357.10258078575134,	0.90077787,	-0.003970677897112425,	2,	
357.256680727005,	0.89783898,	-0.004057157709644148,	2,	
357.41078066825867,	0.8948110199999999,	-0.004147411292240336,	2,	
357.5648808479309,	0.8919007999999999,	-0.004233786873798266,	2,	
357.71898078918457,	0.8887430399999999,	-0.00431747968867875,	2,	
357.87308073043823,	0.88565102,	-0.004403510048304346,	2,	
358.0271806716919,	0.88250228,	-0.004475741701206064,	2,	
358.18128085136414,	0.87967364,	-0.004560030543343039,	2,	
358.3353807926178,	0.87641602,	-0.004634580388588438,	2,	
358.48948073387146,	0.87352986,	-0.004704764078960522,	2,	
358.6435806751251,	0.87009363,	-0.004793320669025221,	2,	
358.79768085479736,	0.86729918,	-0.004856269430087365,	2,	
358.951780796051,	0.86391204,	-0.004910196537174512,	2,	
359.1058807373047,	0.86090847,	-0.004962806211985638,	2,	
359.25998067855835,	0.85771623,	-0.005018085231732965,	2,	
359.4140808582306,	0.8547032099999999,	-0.005067450594769138,	2,	
359.56818079948425,	0.85159522,	-0.005109527061390701,	2,	
359.7222807407379,	0.84816414,	-0.00514775730022185,	2,	
359.8763806819916,	0.84521748,	-0.005178747199350294,	2,	
360.03048062324524,	0.84218885,	-0.005198933033344538,	2,	
360.1845808029175,	0.83870891,	-0.005218443648461163,	2,	
360.33868074417114,	0.83554379,	-0.005234055675704169,	2,	
360.4927806854248,	0.83263257,	-0.005231230727792691,	2,	
360.64688062667847,	0.8294773799999999,	-0.005248966907613992,	2,	
360.8009808063507,	0.8263323,	-0.005235398101206698,	2,	
360.95508074760437,	0.82304427,	-0.005210821043217066,	2,	
361.10918068885803,	0.8199179799999999,	-0.00518424178017679,	2,	
361.2632806301117,	0.81705946,	-0.005157888282444068,	2,	
361.41738080978394,	0.8137835449999999,	-0.00511022977692456,	2,	
361.5714807510376,	0.810416501,	-0.005065331387776151,	2,	
361.72558069229126,	0.80736455,	-0.005010125863307166,	2,	
361.8796806335449,	0.8045027069999999,	-0.004950942960461393,	2,	
362.03378081321716,	0.8012189829999999,	-0.004876499538847423,	2,	
362.1878807544708,	0.797896851,	-0.004803274099071303,	2,	
362.3419806957245,	0.794941079,	-0.004726522937536559,	2,	
362.49608063697815,	0.79170325,	-0.004643685969636296,	2,	
362.6501808166504,	0.78872579,	-0.004555726375587439,	2,	
362.80428075790405,	0.785350699,	-0.004461452017704884,	2,	
362.9583806991577,	0.7822731549999999,	-0.004349039405834011,	2,	
363.1124806404114,	0.77933516,	-0.004245490849394615,	2,	
363.26658058166504,	0.776094858,	-0.004142045143151224,	2,	
363.4206807613373,	0.773047242,	-0.004024378632186562,	2,	
363.57478070259094,	0.769813035,	-0.003914404200407515,	2,	
363.7288806438446,	0.7670878769999999,	-0.003808434438371415,	2,	
363.88298058509827,	0.7637352159999999,	-0.003686340497372905,	2,	
364.0370807647705,	0.760675963,	-0.003571749390506668,	2,	
364.19118070602417,	0.757372387,	-0.003463453878678368,	2,	
364.34528064727783,	0.754415602,	-0.003353867283086578,	2,	
364.4993805885315,	0.751325656,	-0.003247144775185971,	2,	
364.65348076820374,	0.7482485099999999,	-0.003141115284451504,	2,	
364.8075807094574,	0.74523893,	-0.003040748577039336,	2,	
364.96168065071106,	0.7420623399999999,	-0.002926185293570086,	2,	
365.1157805919647,	0.73912439,	-0.002830522597173327,	2,	
365.26988077163696,	0.7360499779999999,	-0.002741913414039947,	2,	
365.4239807128906,	0.733012263,	-0.002637827848084306,	2,	
365.5780806541443,	0.7299888649999999,	-0.002551793685418566,	2,	
365.73218059539795,	0.7272174499999999,	-0.00247193287558102,	2,	
365.8862807750702,	0.7241312388,	-0.002382862328278671,	2,	
366.04038071632385,	0.7210723256,	-0.002298153057023078,	2,	
366.1944806575775,	0.7179641447999999,	-0.00223155537635418,	2,	
366.3485805988312,	0.715069494803,	-0.00215117325316674,	2,	
366.50268054008484,	0.7123290795,	-0.002020712222680488,	2,	
366.6567807197571,	0.7093762603,	-0.001988379234149244,	2,	
366.81088066101074,	0.7060634188,	-0.001933260772293201,	2,	
366.9649806022644,	0.703310959,	-0.001864365960378426,	2,	
367.11908054351807,	0.700383839,	-0.001810518929514983,	2,	
367.2731807231903,	0.69726985,	-0.00176133406589226,	2,	
367.42728066444397,	0.6941245389999999,	-0.001698871998735068,	2,	
367.58138060569763,	0.691194004,	-0.001644413529657537,	2,	
367.7354805469513,	0.688141849,	-0.001604204096296007,	2,	
367.88958072662354,	0.685276287,	-0.00154460160587081,	2,	
368.0436806678772,	0.682016086,	-0.001493712526462974,	2,	
368.19778060913086,	0.67913685,	-0.001456940964563225,	2,	
368.3518805503845,	0.6759888829999999,	-0.001408566951113578,	2,	
368.50598073005676,	0.67290438,	-0.001368116365002211,	2,	
368.6600806713104,	0.670049645,	-0.001329805190626133,	2,	
368.8141806125641,	0.6671579329999999,	-0.001287297686226069,	2,	
368.96828055381775,	0.6639970129999999,	-0.001241121060457841,	2,	
369.12238073349,	0.660993207,	-0.001207200132391149,	2,	
369.27648067474365,	0.657865949,	-0.00118088871728843,	2,	
369.4305806159973,	0.654940125,	-0.001137569337244529,	2,	
369.584680557251,	0.651875843,	-0.0011053953735599,	2,	
369.73878049850464,	0.648884583,	-0.001083940026165416,	2,	
369.8928806781769,	0.645702388,	-0.001045767571992688,	2,	
370.04698061943054,	0.642496709,	-0.001012429275102655,	2,	
370.2010805606842,	0.639697436,	-0.0009960866566757175,	2,	
370.35518050193787,	0.636406187,	-0.0009639899786364047,	2,	
370.5092806816101,	0.6332452479999999,	-0.0009385138641274902,	2,	
370.66338062286377,	0.630161252,	-0.0009169700691849837,	2,	
370.81748056411743,	0.626910705,	-0.0008957690063743536,	2,	
370.9715805053711,	0.6239160189999999,	-0.0008628504786577888,	2,	
371.12568068504333,	0.620961931,	-0.0008477788691999629,	2,	
371.279780626297,	0.617728744,	-0.0008301838456025524,	2,	
371.43388056755066,	0.6144885499999999,	-0.0008058653368415466,	2,	
371.5879805088043,	0.61158951,	-0.0007836888969391387,	2,	
371.74208068847656,	0.60837549,	-0.0007750780947240327,	2,	
371.8961806297302,	0.6053465,	-0.0007523372781993651,	2,	
372.0502805709839,	0.60189681,	-0.0007318799869001948,	2,	
372.20438051223755,	0.5987477,	-0.0007256345196376491,	2,	
372.3584806919098,	0.59567143,	-0.000717130797669812,	2,	
372.51258063316345,	0.59265769,	-0.0006919233273668573,	2,	
372.6666805744171,	0.58952129,	-0.0006850353876139831,	2,	
372.8207805156708,	0.58636836,	-0.0006741282549725088,	2,	
372.97488045692444,	0.58307652,	-0.0006573951033531037,	2,	
373.1289806365967,	0.58014132,	-0.000648808125029491,	2,	
373.28308057785034,	0.57685431,	-0.0006458634763155148,	2,	
373.437180519104,	0.5736598799999999,	-0.0006332044302811771,	2,	
373.59128046035767,	0.57070733,	-0.0006221933084698036,	2,	
373.7453806400299,	0.5672500699999999,	-0.0006192463446212538,	2,	
373.89948058128357,	0.56422759,	-0.0006128336137913581,	2,	
374.05358052253723,	0.56096708,	-0.0005997191882218611,	2,	
374.2076804637909,	0.5579153099999999,	-0.0006005853173159112,	2,	
374.36178064346313,	0.55468253,	-0.0006023740292688647,	2,	
374.5158805847168,	0.55183723,	-0.0005868789296112637,	2,	
374.66998052597046,	0.54845972,	-0.0005857009418674917,	2,	
374.8240804672241,	0.54523667,	-0.0005862927532676553,	2,	
374.97818064689636,	0.5423414799999999,	-0.0005777769153940465,	2,	
375.13228058815,	0.5394246199999999,	-0.0005753680980056259,	2,	
375.2863805294037,	0.53605145,	-0.000576336961853401,	2,	
375.44048047065735,	0.5328283,	-0.0005749411548388811,	2,	
375.5945806503296,	0.52966885,	-0.0005687110573717735,	2,	
375.74868059158325,	0.5265626299999999,	-0.0005698974742318569,	2,	
375.9027805328369,	0.5237304199999999,	-0.000570696906987799,	2,	
376.0568804740906,	0.52047714,	-0.000566254389116852,	2,	
376.2109806537628,	0.51734669,	-0.0005637977210539496,	2,	
376.3650805950165,	0.51423162,	-0.0005746249327952388,	2,	
376.51918053627014,	0.5112635799999999,	-0.0005643462530756111,	2,	
376.6732804775238,	0.50825424,	-0.0005616362907331112,	2,	
376.82738041877747,	0.50506629,	-0.0005655664752153759,	2,	
376.9814805984497,	0.50190694,	-0.0005650640584105582,	2,	
377.13558053970337,	0.49904671,	-0.0005600563787744994,	2,	
377.28968048095703,	0.49624966,	-0.0005622705409767444,	2,	
377.4437804222107,	0.49298328999999996,	-0.0005632198767086833,	2,	
377.59788060188293,	0.48998186999999993,	-0.0005592023347580548,	2,	
377.7519805431366,	0.48699534,	-0.0005564070721293772,	2,	
377.90608048439026,	0.48392923,	-0.0005633398145280816,	2,	
378.0601804256439,	0.48110871,	-0.0005595794652197962,	2,	
378.21428060531616,	0.47792426999999993,	-0.0005528510273925986,	2,	
378.3683805465698,	0.47469239999999996,	-0.0005649970151620446,	2,	
378.5224804878235,	0.47186421999999995,	-0.0005615396642759887,	2,	
378.67658042907715,	0.46878343,	-0.00055006333634822,	2,	
378.8306806087494,	0.46578827,	-0.0005533434417484568,	2,	
378.98478055000305,	0.46282574,	-0.0005558394737485515,	2,	
379.1388804912567,	0.4599232,	-0.0005509854142363921,	2,	
379.2929804325104,	0.45670872999999995,	-0.0005503042246517362,	2,	
379.4470806121826,	0.45363422999999997,	-0.000557063845731591,	2,	
379.6011805534363,	0.45078861,	-0.0005543420108651102,	2,	
379.75528049468994,	0.44785611999999997,	-0.0005476127747277536,	2,	
379.9093804359436,	0.44492548,	-0.0005548397555490865,	2,	
380.06348037719727,	0.44168686999999995,	-0.0005596750087370848,	2,	
380.2175805568695,	0.43869563999999994,	-0.0005492061051646565,	2,	
380.37168049812317,	0.43571695,	-0.0005589267083189759,	2,	
380.52578043937683,	0.43249120999999996,	-0.0005641860063190533,	2,	
380.6798803806305,	0.42956888,	-0.0005574083690735318,	2,	
380.83398056030273,	0.42652997,	-0.0005585795992932661,	2,	
380.9880805015564,	0.42330745,	-0.0005719252334184695,	2,	
381.14218044281006,	0.42044930999999997,	-0.0005670911048733129,	2,	
381.2962803840637,	0.41736715999999996,	-0.0005668981222578719,	2,	
381.45038056373596,	0.41444537,	-0.0005757082411309566,	2,	
381.6044805049896,	0.41138874999999997,	-0.0005820784769909001,	2,	
381.7585804462433,	0.40831791999999995,	-0.0005769493415597694,	2,	
381.91268038749695,	0.40513154999999995,	-0.0005869123748876732,	2,	
382.0204803943634,	0.40291552999999997,	-0.0005724181061131936,	2,	
382.05918049812317,	0.40145297999999996,	-0.0007221675621960199,	3,	
382.14388036727905,	0.40068665,	-0.0005969657313784835,	3,	
382.2979805469513,	0.39758425999999997,	-0.0006001877091032174,	3,	
382.45208048820496,	0.39440085999999996,	-0.0006117389417192594,	3,	
382.6061804294586,	0.39137311999999996,	-0.0006188951228667154,	3,	
382.7602803707123,	0.38839482999999997,	-0.0006214327434291671,	3,	
382.9143805503845,	0.38520527,	-0.0006312282964320761,	3,	
